,Acquired Immunodeficiency Syndrome,Neoplasms,Cardiomegaly,Stomach Neoplasms,Multiple Sclerosis,Glioma,"Cardiomyopathy, Dilated",Hepacivirus,Spinocerebellar Ataxias,Alzheimer Disease,"Myositis, Inclusion Body",Ovarian Neoplasms,Melanoma,"Carcinoma, Non-Small-Cell Lung",Urinary Bladder Neoplasms,Esophageal Squamous Cell Carcinoma,"Thyroid Cancer, Papillary",Osteosarcoma,Retinoblastoma,"Carcinoma, Hepatocellular",Colorectal Neoplasms,Lung Neoplasms,Breast Neoplasms,Aging,Uterine Cervical Neoplasms,Esophageal Neoplasms,Parotid Neoplasms,Tongue Neoplasms,Depression,Huntington Disease,Mental Disorders,Schizophrenia,Testicular Neoplasms,Endometrial Neoplasms,"Carcinoma, Renal Cell",Prostatic Neoplasms,Adenocarcinoma of Lung,"Leukemia, Myeloid, Acute",Gallbladder Neoplasms,Colonic Neoplasms,Small Cell Lung Carcinoma,Pancreatic Neoplasms,Hematologic Neoplasms,Atherosclerosis,Periodontitis,"Aortic Aneurysm, Abdominal",Precursor Cell Lymphoblastic Leukemia-Lymphoma,Aortic Aneurysm,"Carcinoma, Basal Cell",Cardiovascular Diseases,Coronary Artery Disease,Coronary Disease,Diabetes Mellitus,Endometriosis,Intracranial Aneurysm,Frailty,Glaucoma,Leukemia,Myocardial Infarction,Nasopharyngeal Carcinoma,Neurofibromatoses,Peripheral Arterial Disease,"Neurofibroma, Plexiform",Stroke,"Diabetes Mellitus, Type 2",Thyroid Neoplasms,Hypertension,Primary Myelofibrosis,"Leukemia, Lymphocytic, Chronic, B-Cell",Medulloblastoma,Bone Diseases,"Osteoporosis, Postmenopausal",Bipolar Disorder,Panic Disorder,DiGeorge Syndrome,Mood Disorders,Autism Spectrum Disorder,"Leukemia, Lymphoid",Lymphoma,"Carcinoma, Embryonal",Autoimmune Diseases,Kidney Neoplasms,Head and Neck Neoplasms,Liver Cirrhosis,Osteoarthritis ,"Lymphoma, Mantle-Cell",Adrenocortical Carcinoma,Beckwith-Wiedemann Syndrome,Hydatidiform Mole,Choriocarcinoma,Congenital Hyperinsulinism,"Neoplasms, Germ Cell and Embryonal",Gestational Trophoblastic Disease,Glioblastoma,Hyperhomocysteinemia,Infertility,Liver Neoplasms,Marek Disease,Meningioma,Neural Tube Defects,Neuroblastoma,Obesity,Pheochromocytoma,Pituitary Neoplasms,Prader-Willi Syndrome,Pre-Eclampsia,Silver-Russell Syndrome,Trophoblastic Neoplasms,Wilms Tumor,Diabetic Cardiomyopathies,"Colitis, Ulcerative",Pneumoconiosis,"Heart Defects, Congenital",Parkinson Disease,Adenocarcinoma,Gastrointestinal Neoplasms,"Arthritis, Rheumatoid",Gastrointestinal Stromal Tumors ,Asthenozoospermia,Squamous Cell Carcinoma of Head and Neck,"Diabetes Mellitus, Type 1",Uterine Neoplasms,Multiple Myeloma,Hemangioma,"Carcinoma, Ovarian Epithelial",Pulmonary Arterial Hypertension,Amyotrophic Lateral Sclerosis,"Vitreoretinopathy, Proliferative",Congenital Microtia,HIV,Diabetic Retinopathy,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Substance-Related Disorders,Myelodysplastic Syndromes,"Purpura, Thrombocytopenic",Metabolic Syndrome,Myopia,"Leukemia, Myeloid",Down Syndrome,Psoriasis,Burkitt Lymphoma,Cleft Lip,Diabetic Nephropathies,Hodgkin Disease,Plasmacytoma,Asthma,"Leukemia, Promyelocytic, Acute ","Lymphoma, B-Cell ",Rhabdomyosarcoma,"Anemia, Aplastic ",Dyskeratosis Congenita,"Renal Insufficiency, Chronic",Hepatoblastoma,"Carcinoma, Squamous Cell",Urinary Bladder,Klinefelter Syndrome,"Glomerulonephritis, Membranous"
SOX2-OT,0.1115078,0.97720027,0.088666245,0.974485,0.12095932,0.966706,0.06416071,0.06395532,0.0656561,0.46536294,0.07158551,0.961438,0.8086438,0.96428514,0.97738516,0.9616134,0.06977656,0.93005407,0.09796779,0.98058575,0.9756073,0.9110263,0.98184437,0.11453403,0.8019222,0.174542,0.114493005,0.114493,0.09025356,0.43781966,0.086821765,0.3524689,0.16022633,0.3941003,0.98031366,0.93770874,0.363438,0.25956473,0.17567703,0.81757116,0.08734448,0.42054614,0.08684144,0.06515052,0.06808098,0.06742008,0.06825583,0.06795971,0.068333395,0.06830155,0.06712942,0.06743089,0.100099795,0.06704446,0.06807693,0.0681001,0.06807754,0.1152722,0.06803505,0.7983534,0.06722797,0.067513235,0.0672088,0.081934296,0.15952843,0.1141412,0.06956727,0.08702039,0.11048293,0.067956366,0.05861162,0.05861162,0.28347763,0.20465457,0.06788901,0.08978379,0.08978586,0.0676993,0.09124012,0.067092985,0.07259249,0.35001704,0.08239022,0.10455436,0.14692414,0.08232644,0.06695684,0.06740388,0.06677405,0.06689317,0.066993065,0.06675764,0.06676771,0.3162328,0.06703778,0.06714704,0.10602952,0.06699919,0.07631774,0.06666371,0.60408175,0.0667768,0.06685262,0.14496341,0.06670257,0.09230976,0.066702425,0.06676075,0.076601736,0.074565075,0.0669859,0.06699645,0.06714971,0.078620724,0.10064943,0.083003454,0.07572958,0.076400146,0.07736494,0.07507542,0.06399288,0.06776488,0.124120526,0.06836784,0.08366973,0.0685486,0.07068602,0.069026075,0.07123241,0.069753334,0.06791301,0.09776972,0.14638498,0.10010013,0.09110804,0.09353157,0.07154076,0.07154076,0.06965811,0.07138636,0.088179395,0.088166095,0.08816849,0.088350095,0.088178724,0.08760144,0.08837333,0.08835171,0.07966111,0.071135014,0.05809641,0.08338846,0.083388545,0.10757801,0.10756446,0.08722283,0.0883296
SPRY4-IT1,0.19660918,0.48183,0.14768991,0.97948307,0.2179446,0.9757943,0.087888025,0.087368265,0.091604285,0.47472903,0.1065931,0.9743849,0.9066806,0.97436464,0.98077637,0.9724803,0.11339161,0.95982087,0.17490211,0.9828824,0.9800954,0.95264757,0.9836385,0.2066711,0.90883535,0.29934874,0.20656961,0.2065696,0.15380463,0.46233618,0.14555548,0.42442694,0.28143635,0.44905907,0.98273915,0.96302307,0.47347918,0.3724812,0.42811173,0.91446483,0.20503274,0.4606135,0.14351335,0.09024533,0.098041974,0.09628405,0.098506026,0.09769222,0.09871212,0.09858709,0.095420696,0.096295215,0.18185626,0.095216885,0.09804548,0.09808881,0.098030806,0.20788468,0.09790408,0.8893874,0.09576194,0.09652464,0.09571373,0.13490848,0.2838177,0.20751166,0.102077715,0.14832433,0.19642542,0.09746686,0.07371525,0.07371525,0.38582015,0.32453045,0.09699186,0.15273407,0.15273896,0.097033575,0.15582685,0.09523981,0.10949771,0.43062666,0.13591816,0.19270124,0.26675063,0.13576117,0.094889976,0.096064866,0.09442101,0.09473539,0.095010005,0.09438066,0.09440423,0.86062944,0.0951264,0.095397376,0.20272559,0.095014416,0.11978023,0.09413684,0.8420836,0.09442279,0.094629146,0.26317877,0.09424025,0.658002,0.09423079,0.09438596,0.11969224,0.11548586,0.09498051,0.095007055,0.09540785,0.13638495,0.17717661,0.13636641,0.11830552,0.12003112,0.12247151,0.116659716,0.08710273,0.098275386,0.22656287,0.099954665,0.13977715,0.10023198,0.10612948,0.101510465,0.10762332,0.10361072,0.09857367,0.17425479,0.26450306,0.17977855,0.15823545,0.16416653,0.107312754,0.107312754,0.10239682,0.10665439,0.1465733,0.14654544,0.14655107,0.14696291,0.1465718,0.14525548,0.1470206,0.14696674,0.1283587,0.10579719,0.07192498,0.13782713,0.13782722,0.19359876,0.19357046,0.14658652,0.14924604
TCL6,0.08113761,0.9720311,0.069573395,0.9637972,0.08575402,0.9454801,0.05686729,0.05676098,0.057679888,0.44626176,0.06078338,0.8981755,0.20007269,0.930476,0.48599303,0.4351792,0.05947152,0.36408496,0.07320766,0.4764478,0.46923488,0.32857656,0.47866163,0.081691906,0.20572813,0.11175741,0.08167091,0.08167091,0.06998545,0.38623017,0.0683124,0.2539522,0.103894934,0.29680094,0.9753573,0.77512264,0.2337237,0.15165205,0.09975975,0.2137567,0.06830704,0.3473031,0.06864235,0.057396658,0.0588967,0.05855831,0.05898353,0.05885423,0.05902445,0.059026536,0.058428835,0.05856554,0.07386809,0.05838043,0.058923706,0.058903337,0.05889147,0.08222584,0.05889728,0.1984038,0.05846247,0.058604103,0.058451112,0.06568354,0.6025442,0.081225686,0.060772948,0.06803592,0.08258789,0.058881875,0.053849015,0.053849015,0.18683504,0.13170087,0.05889076,0.069747046,0.06974808,0.058715615,0.5705337,0.05843103,0.07921857,0.24583308,0.06650028,0.07590607,0.09631515,0.066315964,0.05835834,0.05859024,0.05826337,0.058324512,0.05837383,0.05825404,0.058260117,0.16068953,0.05839712,0.058456313,0.077233635,0.058378976,0.063037425,0.058205057,0.30010948,0.058266457,0.058302887,0.095534734,0.05822474,0.07041182,0.058227308,0.058256548,0.06314265,0.06213527,0.058372,0.058377557,0.058457065,0.064146236,0.07504721,0.06642948,0.06276534,0.06309971,0.06358706,0.062432077,0.05657245,0.05870125,0.08600631,0.059006076,0.06648921,0.059098095,0.060169272,0.05934092,0.060441263,0.059717093,0.058786873,0.07313852,0.09645477,0.0742081,0.07003283,0.07116528,0.060629062,0.060629062,0.059758157,0.060613383,0.069324926,0.0693182,0.0693194,0.069411986,0.069324575,0.06903022,0.06942388,0.0694128,0.064708754,0.060500804,0.053728793,0.066481434,0.06648144,0.07818223,0.078175716,0.0684593,0.06900096
TDRG1,0.09846192,0.97653174,0.078317456,0.97123295,0.6000656,0.9604926,0.06811751,0.06809773,0.0818176,0.459539,0.06820125,0.9588759,0.7613623,0.9574286,0.975072,0.9535753,0.20139688,0.9086492,0.084460676,0.97913814,0.9726794,0.8825103,0.98071086,0.101337954,0.7667984,0.14188588,0.097209744,0.09720974,0.079515345,0.42496458,0.07747287,0.80859894,0.630286,0.6073953,0.97877795,0.91993004,0.7984792,0.7010248,0.62478656,0.77741253,0.07893844,0.8955366,0.076967016,0.061287258,0.06322686,0.06271967,0.06333652,0.0632373,0.063397,0.06350058,0.062685974,0.06273287,0.085772,0.062702216,0.063501716,0.06321072,0.0631982,0.09766762,0.06346796,0.76005614,0.06259198,0.06277433,0.06259286,0.073113285,0.14912899,0.096296355,0.06732452,0.07667693,0.09453343,0.06325572,0.059699737,0.059699737,0.24221331,0.19298777,0.06329219,0.0796624,0.079662725,0.06292552,0.08007334,0.06258572,0.07892135,0.7347845,0.07901281,0.08943231,0.5348686,0.07462046,0.06237344,0.062783875,0.06224317,0.062337242,0.06241417,0.06223586,0.06224168,0.71048987,0.062444244,0.06252085,0.5828058,0.062407706,0.07007136,0.062164884,0.8564184,0.062351935,0.062308736,0.14347233,0.062191017,0.5749559,0.0624917,0.062226284,0.2694752,0.06945365,0.06239136,0.06240831,0.06251765,0.24251637,0.5830766,0.07980425,0.070728034,0.07112806,0.07237367,0.07010472,0.49345824,0.06505924,0.10350259,0.06555575,0.07500418,0.065422006,0.067073755,0.0659452,0.06744933,0.06700834,0.06458346,0.08432806,0.11969024,0.08596691,0.07963011,0.081334844,0.44862342,0.44862342,0.0672368,0.09583908,0.07794543,0.07793568,0.077937365,0.07807103,0.077944845,0.07752059,0.07808797,0.07807207,0.0725214,0.565278,0.06498037,0.35914844,0.35974002,0.1014572,0.10143992,0.5710877,0.57306325
TERC,0.54575115,0.5818225,0.051390264,0.832891,0.05529919,0.7230363,0.51524264,0.5155027,0.067274034,0.45626292,0.051619645,0.24132803,0.51703113,0.7007821,0.38429993,0.19044247,0.052215338,0.1279409,0.051747754,0.4326872,0.6365434,0.09203536,0.84534883,0.05601488,0.06810607,0.05697716,0.053174566,0.053174566,0.051531833,0.12814766,0.051307593,0.57767695,0.055955503,0.08184963,0.92129654,0.6175462,0.07212932,0.06322607,0.05536348,0.068926446,0.051041983,0.09899937,0.05118594,0.049295295,0.049707506,0.049615256,0.0497254,0.049810655,0.04971748,0.049840674,0.04947898,0.049592182,0.051800426,0.049486298,0.051941384,0.049690112,0.049692106,0.05403214,0.05061647,0.06708319,0.049622368,0.049607195,0.04963882,0.05065901,0.5555377,0.052950215,0.054295797,0.05100663,0.05405226,0.04955747,0.05043444,0.05043444,0.06867003,0.061742853,0.052187145,0.05147169,0.051472276,0.049705226,0.08507464,0.049479775,0.061420865,0.075164706,0.05465699,0.05209062,0.054834772,0.052641932,0.049461618,0.049504448,0.049444396,0.0494553,0.049463548,0.049442526,0.049443778,0.0629976,0.049467783,0.049478795,0.052389298,0.04946486,0.050253622,0.04943367,0.08829674,0.04944699,0.04945132,0.05476661,0.04943724,0.05137972,0.049439948,0.049443197,0.050938353,0.050117064,0.04946359,0.04946459,0.04947883,0.05043295,0.056846835,0.05081444,0.050195012,0.05024967,0.050333142,0.050137896,0.04974638,0.049553167,0.05353522,0.049609095,0.050798066,0.04962763,0.049813442,0.049672082,0.04985772,0.050715093,0.049562197,0.051739678,0.054869592,0.05188562,0.05129922,0.05146067,0.05041977,0.05041977,0.05219217,0.07970053,0.05129176,0.051290356,0.051290672,0.051305305,0.051292203,0.05124398,0.0513075,0.051305927,0.05389054,0.04984264,0.049490646,0.051393636,0.05139479,0.054043446,0.05404222,0.05130897,0.051397234
TRAF3IP2-AS1,0.5525914,0.42717484,0.052561373,0.87048644,0.08043825,0.7690768,0.5400924,0.5434084,0.20690575,0.70406437,0.05629957,0.35570413,0.558336,0.72034276,0.4102336,0.23348464,0.051485293,0.14268088,0.05285638,0.4435852,0.40457553,0.107411295,0.9069202,0.52139306,0.074558,0.059605937,0.056774676,0.056774672,0.053313844,0.15808268,0.053473227,0.58753437,0.058274064,0.09367565,0.9379763,0.6347065,0.07961035,0.06800241,0.05748631,0.075687416,0.0519614,0.11722572,0.052153904,0.0497938,0.050206047,0.050116513,0.05023057,0.050233133,0.050228752,0.050275184,0.050022986,0.05011889,0.052927412,0.05005305,0.051787566,0.050197557,0.05019603,0.05520146,0.050601535,0.073148526,0.050117876,0.050117448,0.050135203,0.051476523,0.5576722,0.054384965,0.052649956,0.051911622,0.0552251,0.050103493,0.053102873,0.053102873,0.07723499,0.06886116,0.06710568,0.052969724,0.0529706,0.050177895,0.09492192,0.050019745,0.056068737,0.08332166,0.05355037,0.05328522,0.056820914,0.052467547,0.0499818,0.050039724,0.049960293,0.04997386,0.049984563,0.049958084,0.049959507,0.06757886,0.049989853,0.05000293,0.053664286,0.049985915,0.050974336,0.049947377,0.101905465,0.049971912,0.049969137,0.056728046,0.049952015,0.05238539,0.049964078,0.049958937,0.085934,0.05081366,0.04998453,0.049985506,0.050002873,0.05119044,0.059232812,0.051692184,0.050902687,0.050970756,0.051076256,0.05083076,0.05080528,0.050093874,0.055145536,0.050161865,0.051648367,0.050185025,0.050412253,0.050239816,0.050466817,0.051564235,0.050104965,0.05284662,0.05686969,0.05303261,0.052286077,0.052491322,0.051580615,0.051580615,0.053684924,0.5333191,0.05227861,0.052276306,0.052276824,0.052295398,0.052279476,0.052217722,0.052297905,0.052296292,0.057550695,0.05045655,0.049332302,0.054895867,0.05490159,0.0559803,0.055978846,0.052180603,0.052287936
TUG1,0.2692467,0.9826324,0.17221515,0.98118263,0.7537986,0.97841936,0.107075565,0.10675804,0.12341397,0.761585,0.13266566,0.97742087,0.9286434,0.9772975,0.98231584,0.97647274,0.39096802,0.9672153,0.20524152,0.98380435,0.9816729,0.93696994,0.98439825,0.27013695,0.88277006,0.33766112,0.2451779,0.24517791,0.18139048,0.96837044,0.17376354,0.9402424,0.80789644,0.4571779,0.983686,0.9690161,0.44705558,0.8956535,0.33304292,0.93406254,0.17254035,0.958712,0.1661098,0.09898945,0.108932704,0.10666738,0.109528005,0.108482346,0.10978805,0.109633185,0.10555666,0.10668518,0.21446393,0.10536695,0.109305985,0.10898729,0.10891608,0.24372865,0.10888566,0.8961352,0.10600055,0.10697612,0.10594877,0.15605412,0.3347227,0.2433145,0.114609815,0.17310603,0.23241235,0.10807437,0.09797595,0.097975954,0.4157287,0.37401888,0.11188797,0.17903513,0.17904118,0.107613645,0.18201023,0.10532587,0.1246196,0.5496274,0.1575737,0.22625731,0.34550142,0.15715018,0.10471608,0.10631901,0.10411631,0.10452013,0.10488255,0.104068294,0.10409469,0.9007911,0.10503051,0.1053625,0.29008245,0.10487805,0.13745223,0.10376132,0.9442023,0.10421736,0.10439081,0.30529702,0.10389659,0.23234963,0.1040483,0.10407177,0.29527923,0.13217188,0.10483583,0.10486797,0.105372034,0.15082693,0.3747861,0.1648029,0.13815477,0.14033313,0.14372417,0.13581818,0.10757497,0.10869564,0.26368147,0.11075745,0.16246794,0.11142583,0.11875059,0.11309868,0.120619126,0.11599331,0.108996764,0.20447855,0.3041444,0.21098503,0.18502665,0.19224815,0.13002652,0.13002652,0.11563811,0.13528179,0.16969945,0.16967312,0.1696766,0.17019093,0.16968581,0.16807763,0.170256,0.17018591,0.1593346,0.12863328,0.08222054,0.6573242,0.65732706,0.23003007,0.22999683,0.4043175,0.41620886
UCA1,0.2327411,0.98071253,0.17717023,0.97959715,0.2922993,0.9762541,0.10477873,0.104058616,0.11949761,0.47573093,0.12870172,0.9749491,0.9202379,0.97489667,0.9810442,0.9738878,0.6075795,0.96277326,0.21023257,0.98285234,0.9802247,0.9562446,0.98361194,0.24295223,0.9205687,0.32918403,0.24240114,0.24240114,0.18555872,0.4658923,0.17613986,0.43354768,0.5559098,0.9515456,0.98274016,0.964828,0.9332577,0.8914038,0.8104906,0.92650616,0.6812408,0.9588022,0.17241974,0.106601916,0.117210284,0.11483991,0.11781047,0.116729,0.11807993,0.11791887,0.113476,0.11480221,0.21891452,0.11329844,0.117329195,0.11721977,0.11714504,0.24308045,0.11765819,0.91945267,0.11417599,0.11510074,0.114113316,0.16377011,0.33129257,0.24327374,0.12653528,0.17970271,0.23121922,0.11602091,0.086513676,0.086513676,0.40132797,0.35463464,0.11554931,0.18453266,0.18453805,0.11599398,0.19207042,0.11313059,0.13521786,0.90478563,0.17074317,0.7140037,0.30500892,0.16776547,0.11265053,0.11421418,0.112046346,0.11246343,0.11283491,0.11199396,0.112024054,0.89093816,0.1129874,0.113331616,0.72717094,0.11283047,0.14500389,0.11167549,0.94619596,0.11205602,0.11232034,0.29926556,0.111813106,0.693521,0.111808166,0.11199992,0.14486556,0.14049004,0.11278724,0.11282062,0.11334669,0.64796966,0.21602786,0.51797646,0.3240103,0.31917527,0.36187056,0.30848765,0.106483385,0.20418906,0.26304364,0.21943396,0.18661474,0.22355166,0.27380025,0.21982944,0.281322,0.18817317,0.24156457,0.2092867,0.2987209,0.21549506,0.19149141,0.19816542,0.18922748,0.18922748,0.14828539,0.13128501,0.17582507,0.17579333,0.17579958,0.17626739,0.17582254,0.17432746,0.17633206,0.17627086,0.15727562,0.13311233,0.082424775,0.17267963,0.17268573,0.23188731,0.23185685,0.27033648,0.2802062
WRAP53,0.07153657,0.96588767,0.06200853,0.9528849,0.07525514,0.9228787,0.058057904,0.058328647,0.056054853,0.4255062,0.056552425,0.42295238,0.60174143,0.91622937,0.95699924,0.40513098,0.056119647,0.35832575,0.06406833,0.97176504,0.9561169,0.28089875,0.9724437,0.06956469,0.14808235,0.08761802,0.06938918,0.06938918,0.06219491,0.33271593,0.061155926,0.24672735,0.08362506,0.22158618,0.97087157,0.82411075,0.16974877,0.111570746,0.08017892,0.15396555,0.061073814,0.2784877,0.0614127,0.054226846,0.05526122,0.055017553,0.05530611,0.055490416,0.05533865,0.055552278,0.05489676,0.055017725,0.06439827,0.05490023,0.055382524,0.055239264,0.055231974,0.07061135,0.055573035,0.14316127,0.054960553,0.055032667,0.054955557,0.059457757,0.392731,0.069055,0.057423748,0.060899675,0.06895703,0.055176523,0.052327108,0.052327108,0.13769034,0.10167428,0.05528784,0.06205022,0.062050916,0.055146277,0.096437365,0.05488419,0.45210397,0.17879458,0.06449558,0.06565087,0.07808191,0.061622053,0.05482727,0.05498485,0.054764874,0.054804627,0.054836776,0.054758776,0.054762714,0.11850351,0.054852,0.054890223,0.06661496,0.05484011,0.05783451,0.054727167,0.23142563,0.05477527,0.054790944,0.07759724,0.05474025,0.06240749,0.05475724,0.0547605,0.06082956,0.057266917,0.054835606,0.054839112,0.054890424,0.05851227,0.06690788,0.059980348,0.057634085,0.05784656,0.058159355,0.05741967,0.058653425,0.05503919,0.07189723,0.05523605,0.059965275,0.055296436,0.055983916,0.055454474,0.056157026,0.055798545,0.055093877,0.06402971,0.078143276,0.06467426,0.062138055,0.062828556,0.05863113,0.05863113,0.055930577,0.059373345,0.061845295,0.061841097,0.061841853,0.061900463,0.061845105,0.061658505,0.061908185,0.061901007,0.058945943,0.056285206,0.55031985,0.060298666,0.060299393,0.067560054,0.06755603,0.06198613,0.062350493
WT1-AS,0.09048408,0.97307795,0.07433971,0.96688974,0.47129256,0.95266384,0.061248537,0.061212674,0.075604245,0.45198563,0.065076366,0.95077395,0.72175634,0.94879055,0.97183657,0.9431398,0.16404372,0.88543165,0.079032965,0.9771198,0.96868145,0.8542574,0.97911566,0.09042043,0.6682741,0.12635292,0.08961367,0.08961367,0.07515139,0.40427715,0.073191375,0.330362,0.25950718,0.7395657,0.97667515,0.9002706,0.76310337,0.67471075,0.57563674,0.74395096,0.073567234,0.85884595,0.07319737,0.059614126,0.061509926,0.061043214,0.06158022,0.061575197,0.06164286,0.061814852,0.060876943,0.061053243,0.07990335,0.06091564,0.0617237,0.061450366,0.061440773,0.09044445,0.06207653,0.72710216,0.06094559,0.061063502,0.060948156,0.06969072,0.118370645,0.0888796,0.06502629,0.072586924,0.08899446,0.061385162,0.055835415,0.055835415,0.21394418,0.16093072,0.061666526,0.07508803,0.07508918,0.061257552,0.07593431,0.06086771,0.073181525,0.28261247,0.07447215,0.08337769,0.13077155,0.071550064,0.060649563,0.06101573,0.060537815,0.060615428,0.060684536,0.06052766,0.060533825,0.6842971,0.06071247,0.060774785,0.10299048,0.060682103,0.06677783,0.06047143,0.8267513,0.06067359,0.060591064,0.10870625,0.06049798,0.1764018,0.06073077,0.06052938,0.17202662,0.06604259,0.060674515,0.06067989,0.060770534,0.07108627,0.15161024,0.07332706,0.06733571,0.06771315,0.06855561,0.06686573,0.30608335,0.06227429,0.09485907,0.06271678,0.07184146,0.06276558,0.0642304,0.063109495,0.06455466,0.06422068,0.062177774,0.078929365,0.107842945,0.0802705,0.07509154,0.0764852,0.1063641,0.1063641,0.06423322,0.09331118,0.0740291,0.07402075,0.07402223,0.07413549,0.07402869,0.073668584,0.07414991,0.07413648,0.06934428,0.073418476,0.06076321,0.088143446,0.08818728,0.09266137,0.09264998,0.2356233,0.24657845
XIST,0.19701998,0.98204494,0.14289762,0.9800484,0.71355665,0.9765452,0.08756968,0.08645495,0.089252144,0.47560588,0.10212113,0.9754892,0.90897,0.97520703,0.9814707,0.97408617,0.5900003,0.9620645,0.16870147,0.98321533,0.9806312,0.95426106,0.98391247,0.20285678,0.68570685,0.2998236,0.20243262,0.20243262,0.1484614,0.4643786,0.14019267,0.43646342,0.7804095,0.48808792,0.9830568,0.9642443,0.9259808,0.8724987,0.5174184,0.9172627,0.14441784,0.9577447,0.13858269,0.08640817,0.093744464,0.0920764,0.094173454,0.0934599,0.094375625,0.09430876,0.09128226,0.092095815,0.1757442,0.09112244,0.09376489,0.09377909,0.093723774,0.20466903,0.0937646,0.91032785,0.091585875,0.092301816,0.091539875,0.12924702,0.2837969,0.20345719,0.09814277,0.14249066,0.19290002,0.093214594,0.07268657,0.07268657,0.3907016,0.329258,0.09282671,0.14749788,0.14750224,0.092766,0.15154739,0.09108901,0.107011214,0.42896622,0.13135771,0.18566763,0.26616707,0.13053808,0.090739354,0.09185336,0.090286046,0.09058495,0.09084284,0.090249,0.09027044,0.87519085,0.09095349,0.09121362,0.37010652,0.0908491,0.1145802,0.09001661,0.5669055,0.09030293,0.09048719,0.26047674,0.09011496,0.35856605,0.09013462,0.090252064,0.12190991,0.11036023,0.09081536,0.09084239,0.09122252,0.14835519,0.25356823,0.14335817,0.11722835,0.118692465,0.12246602,0.11541922,0.09776056,0.09348348,0.22226737,0.09501344,0.13373928,0.09543148,0.10086297,0.09662593,0.10225285,0.09932738,0.09377099,0.16819486,0.26204413,0.17361496,0.1521056,0.1580117,0.114477254,0.114477254,0.09942699,0.10608394,0.14169505,0.14166647,0.14167221,0.14209275,0.14169371,0.1403499,0.14215188,0.142097,0.123495,0.12709257,0.07172628,0.17442815,0.17467871,0.19273551,0.1927049,0.64084816,0.64352465
ZFAT-AS1,0.54039735,0.45778134,0.051164895,0.8245075,0.054094397,0.7139596,0.46478438,0.47610757,0.057125796,0.45445225,0.05096015,0.22820562,0.4515577,0.67418957,0.37788433,0.18244869,0.05067678,0.11518164,0.051540785,0.42662317,0.4395008,0.08936998,0.7365308,0.055186808,0.066964895,0.056499794,0.052869655,0.052869655,0.05128257,0.123240605,0.05107116,0.5759518,0.055528052,0.0798316,0.9169687,0.61294866,0.07058851,0.061158538,0.05497315,0.06773742,0.050869204,0.095867336,0.051001586,0.049200285,0.049591962,0.049499087,0.049603883,0.049693026,0.04959931,0.049729157,0.049376022,0.04947185,0.05159099,0.049379405,0.051892523,0.049569692,0.04957214,0.053657398,0.05063946,0.066022925,0.049500715,0.04948789,0.04951646,0.050503,0.55510175,0.052684315,0.053961255,0.05083533,0.053395547,0.049453095,0.05032334,0.05032334,0.06719869,0.06051064,0.050986107,0.0512311,0.051231552,0.04958575,0.05669216,0.04937783,0.061132792,0.073142186,0.053877287,0.05186606,0.054471552,0.052441224,0.049361393,0.049402356,0.04934493,0.04935537,0.049363192,0.049343158,0.049344387,0.06217564,0.049367253,0.04937784,0.05215212,0.049364485,0.050116595,0.04933466,0.08595373,0.04934714,0.049351536,0.054407854,0.049338065,0.051189207,0.049340628,0.04934379,0.050527964,0.049981248,0.04936324,0.049364228,0.049377855,0.0502893,0.05472932,0.05064124,0.050057366,0.050109737,0.05018824,0.05000316,0.04941187,0.0494324,0.053238228,0.04948481,0.050630577,0.04950128,0.049677573,0.049542453,0.049720515,0.050187815,0.049443826,0.051532976,0.054503642,0.051671807,0.051113788,0.051267542,0.050085995,0.050085995,0.051123533,0.06416109,0.05110465,0.0511036,0.05110381,0.051117837,0.051104777,0.051059514,0.05111986,0.05111811,0.052393403,0.04971659,0.049194977,0.050856084,0.0508565,0.052990284,0.052989207,0.051020317,0.051102147
